商品コード,商品名,カテゴリ名,販売価格,更新日,在庫数,在庫インポートフラグ,在庫扱いの種別
007337,ヒレカツ,揚物,382,2011/06/01 02:20:02,999999999,インポート可,在庫数によらず注文を受ける
007338,上州ステビア豚メンチカツ,揚物,389,2011/06/01 02:20:02,999999999,インポート可,在庫数によらず注文を受ける
007339,上州ステビア豚ロースカツ,揚物,504,2011/06/01 02:20:02,999999999,インポート可,在庫数によらず注文を受ける
007340,黒毛和牛コロッケ,揚物,389,2011/06/01 02:20:02,999999999,インポート可,在庫数によらず注文を受ける
007341,北海道サクサクコロッケ（牛肉）,揚物,452,2011/06/01 02:20:02,999999998,インポート可,在庫数によらず注文を受ける
007342,えびフライ,揚物,378,2011/06/01 02:20:02,999999998,インポート可,在庫数によらず注文を受ける
007343,イカフライ,揚物,389,2011/06/01 02:20:02,999999999,インポート可,在庫数によらず注文を受ける
007344,あじフライ,揚物,420,2011/06/01 02:20:02,999999999,インポート可,在庫数によらず注文を受ける
007345,カニクリームコロッケ,揚物,452,2011/06/01 02:20:02,999999999,インポート可,在庫数によらず注文を受ける
007346,クリーミーグラタンフライ,揚物,294,2011/06/01 02:20:02,999999999,インポート可,在庫数によらず注文を受ける
007347,一口コロッケ（カレー）,揚物,305,2011/06/01 02:20:02,999999998,インポート可,在庫数によらず注文を受ける
007348,若鶏もも唐揚,揚物,441,2011/06/01 02:20:02,999999999,インポート可,在庫数によらず注文を受ける
007349,ししゃも唐揚,揚物,378,2011/06/01 02:20:02,999999999,インポート可,在庫数によらず注文を受ける
007350,完熟トマトのスープご飯,麺・丼物,420,2011/06/01 02:20:02,999999999,インポート可,在庫数によらず注文を受ける
007351,白湯・鶏スープご飯,麺・丼物,420,2011/06/01 02:20:02,999999999,インポート可,在庫数によらず注文を受ける
007352,ます寿司,麺・丼物,651,2011/06/01 02:20:02,999999999,インポート可,在庫数によらず注文を受ける
007353,柿の葉ずし,麺・丼物,599,2011/06/01 02:20:02,999999999,インポート可,在庫数によらず注文を受ける
007354,押し穴子寿司,麺・丼物,462,2011/06/01 02:20:02,999999999,インポート可,在庫数によらず注文を受ける
007355,中華丼の具（塩味）,麺・丼物,452,2011/06/01 02:20:02,999999999,インポート可,在庫数によらず注文を受ける
007356,牛丼の具,麺・丼物,567,2011/06/01 02:20:02,999999999,インポート可,在庫数によらず注文を受ける
007357,角煮丼の具,麺・丼物,525,2011/06/01 02:20:02,999999999,インポート可,在庫数によらず注文を受ける
007358,イベリコ豚重の素,麺・丼物,525,2011/06/01 02:20:02,999999999,インポート可,在庫数によらず注文を受ける
007359,牛すき焼き重の素,麺・丼物,504,2011/06/01 02:20:02,999999999,インポート可,在庫数によらず注文を受ける
007360,天津飯の具,麺・丼物,578,2011/06/01 02:20:02,999999999,インポート可,在庫数によらず注文を受ける
007361,プチ焼おにぎり（おかか）,麺・丼物,410,2011/06/01 02:20:02,999999998,インポート可,在庫数によらず注文を受ける
007362,一口鶏おこわ,麺・丼物,399,2011/06/01 02:20:02,999999999,インポート可,在庫数によらず注文を受ける
007363,栗おこわ,麺・丼物,273,2011/06/01 02:20:02,999999998,インポート可,在庫数によらず注文を受ける
007364,中華肉ちまき（松の実入り）,麺・丼物,672,2011/06/01 02:20:02,999999999,インポート可,在庫数によらず注文を受ける
007365,焼きおにぎり（山菜）,麺・丼物,651,2011/06/01 02:20:02,999999999,インポート可,在庫数によらず注文を受ける
007366,焼きおにぎり,麺・丼物,644,2011/06/01 02:20:02,999999998,インポート可,在庫数によらず注文を受ける
007367,肉巻きおにぎり,麺・丼物,588,2011/06/01 02:20:02,999999999,インポート可,在庫数によらず注文を受ける
007368,えびピラフ,ピラフ,242,2011/06/01 02:20:02,999999999,インポート可,在庫数によらず注文を受ける
007369,ドライカレー,ピラフ,242,2011/06/01 02:20:02,999999999,インポート可,在庫数によらず注文を受ける
007370,チキンライス,ピラフ,242,2011/06/01 02:20:02,999999999,インポート可,在庫数によらず注文を受ける
007371,焼豚炒飯,ピラフ,242,2011/06/01 02:20:02,999999999,インポート可,在庫数によらず注文を受ける
007372,高菜ピラフ,ピラフ,242,2011/06/01 02:20:02,999999999,インポート可,在庫数によらず注文を受ける
007373,4種のきのこピラフ,ピラフ,242,2011/06/01 02:20:02,999999998,インポート可,在庫数によらず注文を受ける
007374,桜えびごはん（麦入り）,ピラフ,231,2011/06/01 02:20:02,999999998,インポート可,在庫数によらず注文を受ける
007375,鶏五目ごはん（五穀入り）,ピラフ,231,2011/06/01 02:20:02,999999999,インポート可,在庫数によらず注文を受ける
007376,八穀ご飯,ピラフ,221,2011/06/01 02:20:02,999999999,インポート可,在庫数によらず注文を受ける
007377,梅ごはん（発芽玄米入り）,ピラフ,231,2011/06/01 02:20:02,999999998,インポート可,在庫数によらず注文を受ける
007378,じゃこご飯（麦入り）,ピラフ,231,2011/06/01 02:20:02,999999999,インポート可,在庫数によらず注文を受ける
007379,ひじきご飯（発芽玄米入り）,ピラフ,231,2011/06/01 02:20:02,999999999,インポート可,在庫数によらず注文を受ける
007380,茄子とトマトのスパゲティ,パスタ【まとめ割】,294,2011/06/01 02:20:02,999999999,インポート可,在庫数によらず注文を受ける
007381,きのこスパゲティ,パスタ【まとめ割】,294,2011/06/01 02:20:02,999999999,インポート可,在庫数によらず注文を受ける
007382,たらこスパゲティ,パスタ【まとめ割】,294,2011/06/01 02:20:02,999999999,インポート可,在庫数によらず注文を受ける
007383,スパゲティミートソース,パスタ【まとめ割】,294,2011/06/01 02:20:02,999999999,インポート可,在庫数によらず注文を受ける
007384,スパゲティカルボナーラソース,パスタ【まとめ割】,294,2011/06/01 02:20:02,999999999,インポート可,在庫数によらず注文を受ける
007385,牛挽肉のピリ辛醤油スパゲティ,パスタ【まとめ割】,294,2011/06/01 02:20:02,999999999,インポート可,在庫数によらず注文を受ける
007386,スパゲティペペロンチーノ,パスタ【まとめ割】,294,2011/06/01 02:20:02,999999999,インポート可,在庫数によらず注文を受ける
007387,スパゲティナポリタン,パスタ【まとめ割】,294,2011/06/01 02:20:02,999999999,インポート可,在庫数によらず注文を受ける
007388,うどん屋さんのうどん,全24品【まとめ割】,422,2011/06/01 02:20:02,999999999,インポート可,在庫数によらず注文を受ける
007389,焼うどん（醤油味）,全24品【まとめ割】,494,2011/06/01 02:20:02,999999999,インポート可,在庫数によらず注文を受ける
007390,きつねうどんセット,全24品【まとめ割】,294,2011/06/01 02:20:02,999999999,インポート可,在庫数によらず注文を受ける
007391,醤油ラーメンセット,全24品【まとめ割】,294,2011/06/01 02:20:02,999999999,インポート可,在庫数によらず注文を受ける
007392,ちゃんぽんセット,全24品【まとめ割】,357,2011/06/01 02:20:02,999999997,インポート可,在庫数によらず注文を受ける
007393,お好みソース焼そば,全24品【まとめ割】,693,2011/06/01 02:20:02,999999999,インポート可,在庫数によらず注文を受ける
007394,調理焼ビーフン,全24品【まとめ割】,294,2011/06/01 02:20:02,999999999,インポート可,在庫数によらず注文を受ける
007395,桜餅,和菓子,326,2011/06/01 02:20:02,999999999,インポート可,在庫数によらず注文を受ける
007396,笹カスタード,和菓子,357,2011/06/01 02:20:02,999999998,インポート可,在庫数によらず注文を受ける
007397,たいやき（小倉餡）,和菓子,494,2011/06/01 02:20:02,999999998,インポート可,在庫数によらず注文を受ける
007398,ミニおはぎ,和菓子,386,2011/06/01 02:20:02,999999999,インポート可,在庫数によらず注文を受ける
007399,ベイクドチーズケーキ,洋菓子,588,2011/06/01 02:20:02,999999999,インポート可,在庫数によらず注文を受ける
007400,渋皮栗モンブラン,洋菓子,672,2011/06/01 02:20:02,999999999,インポート可,在庫数によらず注文を受ける
007401,ダブルチーズモンブラン,洋菓子,630,2011/06/01 02:20:02,999999999,インポート可,在庫数によらず注文を受ける
007402,柚子と豆乳のレアチーズ,洋菓子,473,2011/06/01 02:20:02,999999999,インポート可,在庫数によらず注文を受ける
007403,チョコレートケーキ倶楽部,洋菓子,641,2011/06/01 02:20:02,999999998,インポート可,在庫数によらず注文を受ける
007404,スィートポテト,洋菓子,483,2011/06/01 02:20:02,999999999,インポート可,在庫数によらず注文を受ける
007405,クワトロベリートルテ,洋菓子,654,2011/06/01 02:20:02,999999999,インポート可,在庫数によらず注文を受ける
007406,シューアイス【量目訂正200g（3個）】,洋菓子,473,2011/06/01 02:20:02,999999999,インポート可,在庫数によらず注文を受ける
007407,抹茶生チョコアイス,洋菓子,441,2011/06/01 02:20:02,999999999,インポート可,在庫数によらず注文を受ける
007408,生チョコアイス,洋菓子,431,2011/06/01 02:20:02,999999999,インポート可,在庫数によらず注文を受ける
007409,ブルーベリー,果物,480,2011/06/01 02:20:02,999999999,インポート可,在庫数によらず注文を受ける
007410,カット マンゴ,果物,599,2011/06/01 02:20:02,999999999,インポート可,在庫数によらず注文を受ける
007411,小松菜カット,野菜,452,2011/06/01 02:20:02,999999996,インポート可,在庫数によらず注文を受ける
007412,インゲン,野菜,357,2011/06/01 02:20:02,999999998,インポート可,在庫数によらず注文を受ける
007413,ブロッコリー,野菜,347,2011/06/01 02:20:02,999999999,インポート可,在庫数によらず注文を受ける
007414,そのまま黒えだ豆,野菜,494,2011/06/01 02:20:02,999999999,インポート可,在庫数によらず注文を受ける
007415,里芋,野菜,623,2011/06/01 02:20:02,999999999,インポート可,在庫数によらず注文を受ける
007416,栗かぼちゃ,野菜,273,2011/06/01 02:20:02,999999998,インポート可,在庫数によらず注文を受ける
007417,カット揚げなす,野菜,420,2011/06/01 02:20:02,999999999,インポート可,在庫数によらず注文を受ける
007418,大和芋 とろろ,野菜,617,2011/06/01 02:20:02,999999998,インポート可,在庫数によらず注文を受ける
007419,北海道まるごと野菜ミックス,野菜,263,2011/06/01 02:20:02,999999996,インポート可,在庫数によらず注文を受ける
007420,北海道ホールコーン,野菜,200,2011/06/01 02:20:02,999999999,インポート可,在庫数によらず注文を受ける
007421,オニオンソテー,野菜,399,2011/06/01 02:20:02,999999999,インポート可,在庫数によらず注文を受ける
007422,ポテトサラダベース,野菜,427,2011/06/01 02:20:02,999999999,インポート可,在庫数によらず注文を受ける
007423,ささがきごぼう,野菜,399,2011/06/01 02:20:02,999999996,インポート可,在庫数によらず注文を受ける
007424,和風野菜ミックス,野菜,452,2011/06/01 02:20:02,999999999,インポート可,在庫数によらず注文を受ける
007425,大根おろし,野菜,294,2011/06/01 02:20:02,999999998,インポート可,在庫数によらず注文を受ける
007426,乾燥スライスにんにく,野菜,210,2011/06/01 02:20:02,999999999,インポート可,在庫数によらず注文を受ける
007427,さばの赤みそ煮,介護食,221,2011/06/01 02:20:02,999999999,インポート可,在庫数によらず注文を受ける
007428,タラと里芋の煮物,介護食,221,2011/06/01 02:20:02,999999998,インポート可,在庫数によらず注文を受ける
007429,鮭のクリーム煮,介護食,242,2011/06/01 02:20:02,999999999,インポート可,在庫数によらず注文を受ける
007430,牛肉の柳川風,介護食,221,2011/06/01 02:20:02,999999999,インポート可,在庫数によらず注文を受ける
007431,鶏肉の甘煮,介護食,221,2011/06/01 02:20:02,999999999,インポート可,在庫数によらず注文を受ける
007432,豆腐の中華五目煮,介護食,221,2011/06/01 02:20:02,999999998,インポート可,在庫数によらず注文を受ける
007433,里芋と大根のゆず風味煮,介護食,221,2011/06/01 02:20:02,999999998,インポート可,在庫数によらず注文を受ける
007434,人参・ごぼうと里芋の白和え,介護食,231,2011/06/01 02:20:02,999999998,インポート可,在庫数によらず注文を受ける
007435,ほうれん草の白和え,介護食,210,2011/06/01 02:20:02,999999999,インポート可,在庫数によらず注文を受ける
007436,白玉ぜんざい（こしあんタイプ）,介護食,315,2011/06/01 02:20:02,999999999,インポート可,在庫数によらず注文を受ける
007437,みたらし団子,介護食,221,2011/06/01 02:20:02,999999999,インポート可,在庫数によらず注文を受ける
007438,すりおろしりんごとはちみつゼリー,介護食,221,2011/06/01 02:20:02,999999998,インポート可,在庫数によらず注文を受ける
007439,カットバター,米・乾物・調味料ほか,1344,2011/06/01 02:20:02,999999999,インポート可,在庫数によらず注文を受ける
007440,オリゴ糖,米・乾物・調味料ほか,525,2011/06/01 02:20:02,999999999,インポート可,在庫数によらず注文を受ける
007441,ｵｰｶﾞﾆｯｸEXバージンオリーブオイル,米・乾物・調味料ほか,1103,2011/06/01 02:20:02,999999999,インポート可,在庫数によらず注文を受ける
007442,ゆずたまねぎドレッシング,米・乾物・調味料ほか,410,2011/06/01 02:20:02,999999998,インポート可,在庫数によらず注文を受ける
007443,馬路村ゆずドレッシング（醤油）,米・乾物・調味料ほか,326,2011/06/01 02:20:02,999999999,インポート可,在庫数によらず注文を受ける
007444,アカシア はちみつ,米・乾物・調味料ほか,882,2011/06/01 02:20:02,999999998,インポート可,在庫数によらず注文を受ける
007445,万能！旨いラー油,米・乾物・調味料ほか,567,2011/06/01 02:20:02,999999999,インポート可,在庫数によらず注文を受ける
007446,天外天 味噌,米・乾物・調味料ほか,688,2011/06/01 02:20:02,999999999,インポート可,在庫数によらず注文を受ける
007447,天外天 塩,米・乾物・調味料ほか,336,2011/06/01 02:20:02,999999999,インポート可,在庫数によらず注文を受ける
007448,まちこがれ,米・乾物・調味料ほか,3266,2011/06/01 02:20:02,999999999,インポート可,在庫数によらず注文を受ける
007449,新潟産こしひかり（特別栽培米）,米・乾物・調味料ほか,1155,2011/06/01 02:20:02,999999999,インポート可,在庫数によらず注文を受ける
007450,椎茸どんこ,米・乾物・調味料ほか,966,2011/06/01 02:20:02,999999999,インポート可,在庫数によらず注文を受ける
007451,日高昆布,米・乾物・調味料ほか,294,2011/06/01 02:20:02,999999999,インポート可,在庫数によらず注文を受ける
007452,カットわかめ(乾燥）,米・乾物・調味料ほか,434,2011/06/01 02:20:02,220,インポート可,在庫がないと注文できない
007453,おかか,米・乾物・調味料ほか,263,2011/06/01 02:20:02,999999999,インポート可,在庫数によらず注文を受ける
007454,和風だしの素（化学調味料無し）,米・乾物・調味料ほか,315,2011/06/01 02:20:02,999999999,インポート可,在庫数によらず注文を受ける
007455,ゆず漬けの素,米・乾物・調味料ほか,189,2011/06/01 02:20:02,999999999,インポート可,在庫数によらず注文を受ける
007456,レトルト コーンスープ,米・乾物・調味料ほか,986,2011/06/01 02:20:02,999999999,インポート可,在庫数によらず注文を受ける
007457,ブルマンブレンド コーヒー（粉）,米・乾物・調味料ほか,893,2011/06/01 02:20:02,999999999,インポート可,在庫数によらず注文を受ける
007458,遠藤青汁,健康食品,3528,2011/06/01 02:20:02,999999999,インポート可,在庫数によらず注文を受ける
007459,ふる里の香 （煎茶）,米・乾物・調味料ほか,544,2011/06/01 02:20:02,999999999,インポート可,在庫数によらず注文を受ける
007460,深海の恵み（海洋深層水）,米・乾物・調味料ほか,1764,2011/06/01 02:20:02,999999999,インポート可,在庫数によらず注文を受ける
007461,りんごジュース（箱）,米・乾物・調味料ほか,4095,2011/06/01 02:20:02,999999999,インポート可,在庫数によらず注文を受ける
007462,りんごジュース,米・乾物・調味料ほか,389,2011/06/01 02:20:02,999999999,インポート可,在庫数によらず注文を受ける
